TradingDay,CF,FG,MA,OI,RM,SR,TA,a,ag,au,bu,c,cs,hc,i,j,jd,jm,l,m,p,pp,rb,ru,v,y
20180309,14909.311370921272,2042.845101666408,2934.302074308995,5598.8740148311,4016.6606645375905,3766.868391820624,6416.349880251435,4137.912153794331,2999.880580059444,242.35406217442696,1826.3098327885848,1643.9311915931244,2714.4383549213476,4915.046234220374,894.041031067941,2012.0471947270476,3517.065953634323,1300.000385173884,11945.624358043666,6975.080478816667,3555.1604442178673,14620.89516175006,2600.7255889807784,6852.715021621348,4614.379540044789,4424.3541217847915
20180312,14767.364545656426,2059.624116875167,2958.2911659607225,5625.808944344399,3984.9960160193596,3795.6793738285014,6400.25727933357,4111.722836365253,2999.880580059444,242.30960169705133,1849.3419300863636,1633.163083351248,2667.100742490411,4938.309666304509,885.7200700755818,1979.4194023801224,3440.5039736912627,1265.5136390850728,11759.47545617195,6878.235641687473,3562.1809032309357,14469.509807703884,2600.7255889807784,6893.440348611965,4492.4767394530845,4425.914740522634
20180313,14742.890955093522,2056.827614340374,2971.3761250434827,5715.592042722063,3984.9960160193596,3805.7297163893886,6432.442481169299,4117.41616624114,2994.9987564954745,242.13175978754893,1804.6325647436163,1635.855110411717,2679.5580089196046,4925.3855373688775,885.7200700755818,1965.5773086571844,3451.0312459334336,1251.0192095694854,11804.40794972719,6891.748874775267,3588.858647480596,14458.115211162774,2590.90888414235,6893.440348611965,4496.062115941076,4454.005877803807
20180314,14684.154337742553,2052.632860538184,3007.3597625210737,5699.431085014083,3997.661875426652,3811.7599219259214,6391.061507380505,4128.802825992912,3004.762403623414,242.53190408392936,1811.406711007669,1632.158262704572,2669.5921957762494,4983.544117579217,906.0601969457935,1998.2051010041096,3480.6990131613693,1294.0026902019167,12003.394706900406,6900.895190468399,3586.0504638753687,14537.877386950544,2618.956612252145,6936.880697401959,4539.086633796971,4455.566496541651
20180315,14689.049055855134,2037.2520965968217,2983.370670869346,5685.065789273657,3948.581670223394,3824.4903558363785,6416.349880251435,4142.46681769504,2998.253305538121,242.30960169705133,1819.5356865245321,1630.3098388509993,2650.906296132459,4991.298594940595,906.0601969457935,1976.4532394394928,3486.4411616570987,1284.5063398296354,11977.71899629741,6848.303875232888,3587.454555677982,14471.137607209757,2630.876896698808,6955.88584999758,4521.159751357015,4435.278452949692
20180316,14630.312438504163,2056.827614340374,2951.7486864193424,5692.2484371438695,3973.913389037979,3809.079830576351,6372.669963474374,4218.75743803192,2984.421472106873,241.28701071741241,1839.85812531669,1635.855110411717,2663.3635625616525,5010.6847883440405,894.041031067941,1973.4870764988632,3459.644468677028,1288.0049952299496,11887.854009186925,6942.053611087495,3580.434096664914,14256.26807243454,2616.1518394411655,6830.994847226351,4535.50125730898,4435.278452949692
20180319,14605.838847941259,2073.606629549133,3041.162573484871,5751.505282073128,3932.7493459642787,3833.200652722481,6391.061507380505,4229.005431808516,2955.944167983716,240.13103830564665,1869.6643688785214,1631.2340507777856,2674.575102347927,4930.55518894313,855.2098797702643,1923.0623065081609,3291.2081128022955,1285.5059556582967,11996.975779249657,6843.730717386322,3586.0504638753687,14254.640272928667,2560.056383221575,6792.984542035108,4521.159751357015,4436.839071687535
20180320,14605.838847941259,2045.6416042012013,3038.9817469710774,5734.028815096303,3921.6667189828977,3821.8102644868086,6349.68053359171,4221.034769982274,2965.7078151116557,241.15362928528558,1883.2126614066267,1626.6129911438543,2664.609289204572,4931.847601836694,848.7380212206514,1918.1187016071117,3229.001504098559,1288.0049952299496,11958.462213345163,6811.718612460358,3586.0504638753687,14171.62249812915,2558.653996816085,6646.373364868882,4470.964480525137,4416.551028095577
20180321,14693.943773967714,2041.4468503990115,3028.0776144021106,5692.085294351923,3918.5002541310746,3795.009350991109,6351.979476579976,4230.144097783693,2960.012354287024,241.10916880790995,1887.2771491650583,1621.9919315099228,2668.34646913333,4827.162157458084,856.1344309916375,1934.926958270679,3222.3023308535417,1291.0038427159332,11907.110792139172,6843.730717386322,3560.8655601103446,14156.972302576294,2536.215814328249,6586.642885282642,4492.4767394530845,4391.5811282900895
20180322,14733.101518868361,1939.374507879061,3072.784557934875,5730.533521700938,3896.335000168313,3804.3896707146037,6391.061507380505,4230.144097783693,2995.812393756136,243.19881124456344,1896.760953934732,1612.74981224206,2647.1691162037005,4842.671112180841,862.6062895412502,1942.3423656222528,3246.227949585748,1275.009989457354,11900.691864488424,6859.7367698493035,3580.453818594252,14246.501275399301,2537.618200733739,6586.642885282642,4557.013516236928,4430.5965967361635
